*本資料庫所列數值單位均為每100 g可食部分之含量。,,,,,,,,,,,
整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),粗蛋白(g),粗脂肪(g),飽和脂肪(g),總碳水化合物(g),反式脂肪(mg)
G1300203,菇類,杏鮑菇(小),樣品狀態:生; 前處理描述:混合均勻打碎,"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",,47,3.2,0.3,0.1,9.2,
G1400301,菇類,珊瑚菇,"樣品狀態:生; 前處理描述:去菌柄基部,混合均勻打碎","金頂鮑魚菇,金頂蘑,榆黃蘑,榆(黃)蘑,黃金菇,玉皇(米)菇,粗口黃,楊柳菌,黃樹窩(金頂側耳)",7,33,4,0.2,0.1,5.2,
G1500101,菇類,蠔菇,"樣品狀態:生,中溫系; 前處理描述:混合均勻打碎","平菇,日本蠔菇,糙皮側耳,黑牡丹菇,黑美人菇,人工口蘑(囊狀側耳)",0,26,2.1,0.3,,4.8,
G1500201,菇類,鮑魚菇,"樣品狀態:生,高溫系; 前處理描述:混合均勻打碎","夏季鮑魚菇,高溫平菇,台灣平菇,黑美人菇,人工口蘑(囊狀側耳)",0,22,1.7,0.2,0,4,
G1600101,菇類,金針菇,樣品狀態:生; 前處理描述:混合均勻打碎,"金(冬/榎/朴)菇,金絲菇,金菇菜,秋葷,樸蕈構菌,毛柄金線菇,菌子(絨柄金錢菇)",0,37,2.6,0.3,0.1,7.2,
G1600201,菇類,華翠菇,樣品狀態:生; 前處理描述:混合均勻打碎,"滿天星菇,黃色金針菇(絨柄金錢菇)",,29,2.5,0.2,0.1,5.1,
G1700101,菇類,滑菇,"樣品狀態:生; 前處理描述:去菌柄基部,混合均勻打碎","珍珠菇,滑子,滑子蘑,光蓋鱗傘,光帽黃傘(滑鱗傘)",25,27,2.6,0.2,,4.7,
G1800101,菇類,舞菇,"樣品狀態:生; 前處理描述:去菌柄基部,混合均勻打碎","舞茸,灰樹花,葉多孔菌,栗子蘑,千佛菌,蓮花菌",,28,1.4,0.1,,5.8,
G1900101,菇類,鴻喜菇,"樣品狀態:生; 前處理描述:去菌柄基部,混合均勻打碎","紅喜菇,真姬菇,斑玉蕈,玉蕈,膠玉蘑,蟹味菇,海鮮菇,假松茸,松茸菇,榆菇,靈芝菇,黑真珠",11,30,2.9,0.1,0,5.3,
G1900201,菇類,雪白菇,"樣品狀態:生,鴻喜菇的白變種; 前處理描述:去菌柄基部,混合均勻打碎","美白菇,白玉菇",21,31,2.2,0,0,6.4,0
G2000101,菇類,洋菇,樣品狀態:生; 前處理描述:混合均勻打碎,"西洋蘑菇(蘑菇,雙孢蘑菇)",0,25,3,0.2,0.1,3.8,
G2000201,菇類,冷凍洋菇,樣品狀態:冷凍包裝; 前處理描述:混合均勻打碎,"西洋蘑菇(蘑菇,雙孢蘑菇)",0,39,3.8,1.5,,4.3,
G2100101,菇類,白茯苓,"樣品狀態:乾貨; 前處理描述:去外皮之白色部份,混合均勻打碎","松(雲/安/閩)苓,玉(茯)靈,茯兔(龜),松柏芋,松薯,不死麵,萬靈桂(精),更生,金翁",0,316,1,0.2,,79.9,
G2300101,菇類,猴頭菇,樣品狀態:生; 前處理描述:混合均勻打碎,"猴頭蘑,刺蝟菌,蝟菌,花菜菇,圓頭菇,陰陽蘑,對臉蘑",0,30,2.1,0.2,0.1,5.9,0
G2310101,菇類,乾猴頭菇,樣品狀態:乾貨; 前處理描述:混合均勻打碎,"猴頭蘑,刺蝟菌,蝟菌,花菜菇,圓頭菇,陰陽蘑,對臉蘑",0,311,12.3,3.4,1,64.3,
G2410101,菇類,乾竹笙,樣品狀態:乾貨; 前處理描述:混合均勻打碎,"竹蓀,竹參(長裙竹蓀)",0,312,17.5,2,0.3,64.1,
G9000101,菇類,松茸白菇,樣品狀態:生; 前處理描述:混合均勻打碎,,0,38,5.1,0.5,0.1,5.3,
G9000201,菇類,金喜菇,"樣品狀態:生; 前處理描述:去菌柄基部,混合均勻打碎",,32,39,2.7,0.2,0.1,7.7,
G9000301,菇類,喜來菇,樣品狀態:生; 前處理描述:混合均勻打碎,,0,37,3.5,0.4,0.1,6.3,
G9000401,菇類,富珍茸,樣品狀態:生; 前處理描述:混合均勻打碎,,0,37,3,0.4,0.1,6.8,
H01051,豆類,白鳳豆平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,"矮性刀豆,洋刀豆,立刀豆",,337,23.8,2.1,0.3,58.2,
H0105101,豆類,白鳳豆(台灣),樣品狀態:生; 前處理描述:混合均勻磨碎,"矮性刀豆,洋刀豆,立刀豆",,348,27.4,2.8,0.6,56.4,
H0105102,豆類,白鳳豆(進口),樣品狀態:生; 前處理描述:混合均勻磨碎,"矮性刀豆,洋刀豆,立刀豆",,325,20.1,1.3,0.2,60,
H0205101,豆類,米豆,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,"飯豆,蛋白豆,赤山豆,繖形豇豆,島田豇豆",,349,21.7,2.4,0.9,62.2,
H0305101,豆類,花豆,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,"紅花豆,紅(赤)花菜豆,花仔(阿/柳)豆",,328,21.2,1.7,0.4,59,
H0405101,豆類,紅豆,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,"小豆,赤小豆,赤豆,通常小豆,小紅豆,紅小豆",,328,20.9,0.6,0.2,61.5,
H0505101,豆類,紅雲豆(大紅豆),樣品狀態:乾貨(Red kidney bean); 前處理描述:混合均勻磨碎,"紅菜豆,大紅豆",,328,20.2,1.4,0.3,60.4,
H0605101,豆類,青仁黑豆,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,"烏豆,枝仔豆,黑大豆",,385,37,14.2,2.3,33.7,
H0605201,豆類,黃仁黑豆,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,"烏豆,枝仔豆,黑大豆",,253,20.6,2.1,0.5,40.3,
H0610101,豆類,黑豆胚芽,樣品狀態:生; 前處理描述:混合均勻打碎,,0,185,16.1,7.7,1.4,15.9,0
H0610201,豆類,烘烤黑豆,前處理描述:混合均勻打碎,"烏豆,枝仔豆,黑大豆",,435,39,20.1,,32.4,
H0620101,豆類,黑豆粉,前處理描述:混合均勻,"烏豆,枝仔豆,黑大豆",,431,36,17.6,,39,
H0705101,豆類,毛綠豆,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,"菉豆,綠小豆,輻莢豆",,346,22.1,1.2,0.5,63.6,
H0705102,豆類,綠豆,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,"菉豆,綠小豆,輻莢豆",,344,22.8,1.1,0.4,63,
H0710101,豆類,綠豆仁,樣品狀態:乾貨; 去皮綠豆仁; 前處理描述:混合均勻打碎,"菉豆,綠小豆,輻莢豆",,339,24.6,1.3,0.6,59.6,
H0720101,豆類,綠豆粉,前處理描述:混合均勻,"菉豆,綠小豆,輻莢豆",,344,21.7,1.5,0.5,62.9,
H0800101,豆類,豇豆(莢),"樣品狀態:生; 前處理描述:去蒂頭及尾端,混合均勻打碎","長豇豆,長莢豇豆,豆角,菜(筷/江/長/角)豆",5,35,2.4,0.1,0.1,6.2,
H0900101,豆類,萊豆仁(帶膜),樣品狀態:生; 前處理描述:混合均勻打碎,"皇帝豆,皇格豆,白扁豆,觀音豆,雪豆,大馬萊豆,細綿豆",,112,7.8,0.4,0.2,20.1,
H0900201,豆類,萊豆仁(去膜),樣品狀態:生; 前處理描述:混合均勻打碎,"皇帝豆,皇格豆,白扁豆,觀音豆,雪豆,大馬萊豆,細綿豆",14,137,7.4,1.4,0.6,24.7,0
H1000101,豆類,粉豆莢,"樣品狀態:生,扁圓莢; 前處理描述:去蒂頭,混合均勻打碎","菜豆莢,四季豆,雲藕豆,隱之(元)豆,白(花)雲豆,敏(雲/芸/粉/醜)豆",6,27,1.7,0.1,0,5,
H1000201,豆類,敏豆莢,"樣品狀態:生,圓莢; 前處理描述:去蒂頭,混合均勻打碎","菜豆莢,四季豆,雲藕豆,隱之(元)豆,白(花)雲豆,敏(雲/芸/粉/醜)豆",6,30,1.7,0.2,0.1,5.3,
H1000301,豆類,冷凍菜豆(莢),樣品狀態:冷凍包裝; 前處理描述:混合均勻打碎,"四季豆,雲藕豆,隱之(元)豆,白(花)雲豆,敏(雲/芸/粉/醜)豆",,57,3.4,0.1,0,10.8,
H1100101,豆類,毛豆仁,樣品狀態:生; 前處理描述:混合均勻打碎,"大豆,青大豆,青皮豆",,129,14.6,3.3,0.9,12.5,
H1100201,豆類,毛豆莢(高雄13號),"樣品狀態:生; 前處理描述:去外莢,混合均勻打碎","大豆,青大豆,青皮豆",53,137,11.6,5.1,0.8,13.2,0
H1100301,豆類,冷凍毛豆仁,樣品狀態:冷凍包裝; 前處理描述:混合均勻打碎,"大豆,青大豆,青皮豆",,135,12.5,6.1,1.2,9.8,
H1105101,豆類,黃豆,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,"大豆,菽",0,389,35.6,15.7,2.4,33,14
H1110101,豆類,黃豆胚芽,樣品狀態:生; 前處理描述:混合均勻打碎,大豆胚芽,0,169,16.6,5.4,0.9,16.4,0
H1120101,豆類,黃豆粉,前處理描述:混合均勻,大豆,,401,37.4,16.7,2.5,32.2,
H1120102,豆類,黃豆粉(有機),前處理描述:混合均勻,大豆粉(有機),0,434,42,21.9,3.5,25.9,41
H1150201,豆類,豆漿(無糖),"樣品狀態:包裝產品(黃豆,水等); 前處理描述:混合均勻",,,35,3.6,1.9,0.4,0.7,
H1200101,豆類,豌豆仁,樣品狀態:生; 前處理描述:混合均勻打碎,"荷蓮豆仁,荷仁豆仁,荷蘭豆仁,花蓮豆仁,飛龍豆仁,青豆仁,胡豆仁,畢豆仁,宛豆仁,孫豆仁,丸豆仁,留",,123,9.2,0.4,,21.7,
H1200201,豆類,豌豆莢,"樣品狀態:生; 前處理描述:去蒂頭,混合均勻打碎","荷蓮豆,荷仁豆,荷蘭豆,花蓮豆,飛龍豆,青豆莢,胡豆莢,畢豆莢,宛豆莢,孫豆莢,丸豆莢,留豆莢,戎菽",8,41,2.9,0.2,0.1,7.1,
H1200301,豆類,高山大豌豆莢,"樣品狀態:生; 前處理描述:去蒂頭,混合均勻打碎","荷蓮豆,荷仁豆,荷蘭豆,花蓮豆,飛龍豆,青豆莢,胡豆莢,畢豆莢,宛豆莢,孫豆莢,丸豆莢,留豆莢,戎菽",,49,2.4,0,,9.9,
H1200401,豆類,甜豌豆莢,"樣品狀態:生; 前處理描述:去蒂頭,混合均勻打碎","甜脆豌豆,甜荷蘭豆,甜荷仁豆",7,42,3,0.2,0.1,7.4,
H1200501,豆類,冷凍豌豆仁,樣品狀態:冷凍包裝; 前處理描述:混合均勻打碎,"荷蓮豆仁,荷仁豆仁,荷蘭豆仁,花蓮豆仁,飛龍豆仁,青豆仁,胡豆仁,畢豆仁,宛豆仁,孫豆仁,丸豆仁,留",,96,6.1,0.6,0.2,17.1,
H1300101,豆類,鵲豆莢,"樣品狀態:生,綠莢; 前處理描述:去蒂,混合均勻打碎","肉(扁/藊)豆,峨(蛾/花)眉豆,沿(延)籬豆,隱元豆,膨皮豆",,31,2.4,0.3,,5.1,
H1505101,豆類,紅扁豆仁,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,,,343,25.3,2.1,0.5,58.3,
H1600101,豆類,鷹嘴豆,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,"雪蓮子,埃及豆,馬豆,桃爾豆,雞心豆,雞豆,雞屁股豆",,364,19.4,5.8,1.1,61,
H1700101,豆類,樹豆(白),樣品狀態:乾貨; 前處理描述:混合均勻磨碎,"木豆,白樹豆,柳豆,米豆,放屁豆,番仔豆,蒲姜豆",0,325,22.1,0.8,0.3,59.4,0
H1800101,豆類,翼豆,"樣品狀態:生; 前處理描述:去蒂,混合均勻打碎",四角豆、翅豆、羊角豆、 楊桃豆、四稜豆,5,31,2.5,0.4,0.3,4.7,0
H2000101,豆類,天貝(黃豆),"樣品狀態:生,冷凍袋裝; 前處理描述:混合均勻打碎",,0,187,23.6,9,1.7,7.4,0
I01001,肉類,牛小排平均值,"樣品狀態:生,牛肋脊部位,冷凍產品; 前處理描述:去骨,混合均勻打碎","肥牛肉,小肋排,牛仔骨",30,325,15.1,28.9,13.1,0,
I0100101,肉類,去骨牛小排,"樣品狀態:生,牛肋脊部位,冷凍產品; 前處理描述:混合均勻打碎","肥牛肉,小肋排",,290,17.1,24,10.8,0,
I0100102,肉類,帶骨牛小排,"樣品狀態:生,牛肋脊部位,冷凍產品; 前處理描述:去骨,混合均勻打碎",牛仔骨,30,360,13.1,33.7,15.4,0.4,
I0100103,肉類,無骨牛小排(美牛),"樣品狀態:生,牛肋脊部位,冷藏; 前處理描述:混合均勻打碎",,0,335,15.6,29.8,14.2,0.2,152
I0100201,肉類,牛肋條,"樣品狀態:生,牛肋脊部位,冷凍產品; 前處理描述:混合均勻打碎","腩條,條肉",,225,18.6,16.2,6.9,1.1,
I0100202,肉類,牛肋條(2021年取樣),"樣品狀態:生,牛肋脊部位,冷凍產品; 前處理描述:混合均勻打碎",,0,358,15.7,32.3,16,0.3,2102
I0100301,肉類,沙朗牛排,"樣品狀態:生,牛肋脊部位,冷凍產品; 前處理描述:混合均勻打碎","里肌,大里肌,肋眼,修清肋眼肉;修清肉眼",,162,20.4,8.3,4.3,1.5,
I0102101,肉類,板腱,"樣品狀態:生,牛肩胛部位,冷凍產品; 前處理描述:混合均勻打碎",板腱牛排;白蘭地牛排;上肩胛脊底肌,,166,19.8,9,3.2,0.2,
I0102201,肉類,牛去骨肩胛小排,"樣品狀態:生,牛肩胛部位,冷凍產品; 前處理描述:混合均勻打碎",肥牛肉,,233,16.9,17.9,7.6,1.2,
I0104101,肉類,牛前胸肉,"樣品狀態:生,牛前胸部位,冷凍產品; 前處理描述:混合均勻打碎","去骨前胸肉,牛腩",,331,14.8,29.7,15.2,0,
I0104201,肉類,牛修清前胸肉,"樣品狀態:生,牛前胸部位,冷凍產品; 前處理描述:混合均勻打碎","修清牛腩,修清前胸腋肌",,120,22.3,2.8,1.3,0.9,
I0106101,肉類,去骨紐約克牛排,"樣品狀態:生,牛前腰脊部位,冷凍產品; 前處理描述:混合均勻打碎","外條,西冷,去骨前腰脊肉",0,200,21.3,12,5.9,0,615
I0106201,肉類,腓力牛排,"樣品狀態:生,牛前腰脊部位,冷凍產品; 前處理描述:混合均勻打碎","菲力牛排,牛柳,小里肌,腰內肉,去脂腰里肌肉,全修清去膜腰裡脊肉",,184,20.6,10.7,5.3,0.1,
I0108101,肉類,牛後腿肉,"樣品狀態:生,牛後腿部位,冷凍產品; 前處理描述:混合均勻打碎",,,122,19.4,4.3,2.2,3.7,
I0108201,肉類,牛後腿股肉,"樣品狀態:生,牛後腿部位,冷凍產品; 前處理描述:混合均勻打碎","和尚頭,牛霖",0,153,20.6,7.2,3.5,0.8,208
I0108301,肉類,牛後腿腱子心,"樣品狀態:生,牛後腿部位,冷凍產品; 前處理描述:混合均勻打碎","牛腱,腱子",,139,19.8,6,2.6,0,
I0108302,肉類,牛後腿腱子心(2022年取樣),"樣品狀態:生,牛後腿部位,冷凍產品; 前處理描述:混合均勻打碎","牛腱,腱子",0,151,23.7,5.5,2.3,4,107
I01101,肉類,牛肉火鍋片平均值,"樣品狀態:生,冷凍產品; 前處理描述:混合均勻打碎",,,250,19.1,18.7,8.9,0,
I0110101,肉類,牛五花肉火鍋片,"樣品狀態:生,冷凍產品; 前處理描述:混合均勻打碎",,,430,15.7,40.3,20.9,0,
I0110102,肉類,牛紐約客火鍋片,"樣品狀態:生,冷凍產品; 前處理描述:混合均勻打碎",,,263,20.1,19.6,9.3,0,
I0110103,肉類,牛梅花肉火鍋片,"樣品狀態:生,冷凍產品; 前處理描述:混合均勻打碎",,,120,20.3,3.7,1.7,0.9,
I0110104,肉類,牛嫩肩里肌火鍋片,"樣品狀態:生,冷凍產品; 前處理描述:混合均勻打碎",,,188,20,11.4,5,1.8,
I01201,肉類,牛肚平均值,"樣品狀態:生,牛臟器; 前處理描述:混合均勻打碎","百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃);蜂巢肚,金錢肚(牛之第二胃)",,56,11.4,0.8,0.4,0.1,
I0120101,肉類,牛肚(瘤胃),"樣品狀態:生,牛臟器; 前處理描述:混合均勻打碎","百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃,山鏈狀)",,44,7.5,1.4,0.7,0,
I0120102,肉類,牛肚切片(瘤胃),"樣品狀態:生,牛臟器; 前處理描述:混合均勻打碎","百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃)",,67,15.3,0.2,0.1,0.3,
I0120201,肉類,牛肚(蜂巢胃),"樣品狀態:生,牛臟器; 前處理描述:混合均勻打碎","蜂巢肚,金錢肚(牛之第二胃)",,107,19,2.8,1.5,0,
I0120301,肉類,牛筋,"樣品狀態:生,牛臟器,真空冷凍包裝; 前處理描述:混合均勻打碎",蹄筋,,157,21.7,7.2,1.8,3.3,
I0200101,肉類,山羊帶皮羊肉塊,樣品狀態:生; 前處理描述:混合均勻打碎,,35,164,20.3,8.6,4.3,3.4,
I0200201,肉類,山羊前腿肉片,"樣品狀態:生,前腿部位; 前處理描述:混合均勻打碎",,,123,21.3,3.5,1.7,0,
I0200301,肉類,山羊後腿肉火鍋片,"樣品狀態:生,後腿部位; 前處理描述:混合均勻打碎",,,170,18.9,9.9,5.2,0.1,
I0210101,肉類,綿羊肉切片,"樣品狀態:生,冷凍切片; 前處理描述:混合均勻打碎",,,198,18.8,13,6.6,0,
I0210201,肉類,法式羊排,"樣品狀態:生,綿羊,冷凍切片; 前處理描述:混合均勻打碎","羊肋排,羊小排",25,260,18.8,20,11,0,
I0210301,肉類,去骨肩頸眼羊肉,"樣品狀態:生,綿羊,冷凍切片; 前處理描述:混合均勻打碎",,,198,17.8,13.5,6.3,0,
I0210401,肉類,小羊腰脊肉,"樣品狀態:生,綿羊,冷凍切片; 前處理描述:混合均勻打碎",去骨腰脊肉,,143,26.5,3.3,1.6,0,
I0210501,肉類,綿羊腹脅肉火鍋片,"樣品狀態:生,綿羊,腹脅部位,冷凍火鍋肉片; 前處理描述:混合均勻打碎",五花肉火鍋片,,252,16.9,20,9.9,2.5,
I0300101,肉類,豬下肩肉,"樣品狀態:生,豬肩胛部位; 前處理描述:去皮及骨,混合均勻打碎",前腿肉,17,200,18.1,13.6,5,0,
I0300201,肉類,豬下肩瘦肉,"樣品狀態:生,豬肩胛部位; 前處理描述:去肥肉,去皮及骨,混合均勻打碎",前腿瘦肉,28,131,20.1,5,1.9,0,
I0300301,肉類,豬上肩肉,"樣品狀態:生,豬肩胛部位; 前處理描述:去皮及骨,混合均勻打碎",梅花肉,,207,18.9,14,5.5,0,
I0300401,肉類,豬肩胛肉,"樣品狀態:生,豬肩胛部位; 前處理描述:去皮及骨,混合均勻打碎",胛心肉,9,295,16.5,24.8,9.8,0,
I0300501,肉類,豬肩胛排,"樣品狀態:生,豬肩胛部位; 前處理描述:去骨,混合均勻打碎",中排,62,191,17.9,12.7,4.9,0,
I0300502,肉類,豬肩胛排(2021年取樣),"樣品狀態:生,豬肩胛部位; 前處理描述:去骨,混合均勻打碎",,55,244,17.8,18.7,7.1,0,39
I0300601,肉類,豬前腿外腱肉,"樣品狀態:生,豬前腿部位; 前處理描述:混合均勻打碎","豬腱,腱子肉",,146,20.7,6.5,2.3,0,
I0302101,肉類,豬後腿外腱肉,"樣品狀態:生,豬後腿部位; 前處理描述:混合均勻打碎","豬腱,外腱",0,184,19,11.4,4.4,0.8,20
I0302201,肉類,豬後腿肉,"樣品狀態:生,豬後腿部位; 前處理描述:去皮及骨,混合均勻打碎",,8,123,20.4,4,1.5,0.4,
I0302301,肉類,豬後腿瘦肉,"樣品狀態:生,豬後腿部位; 前處理描述:去肥肉,去皮及骨,混合均勻打碎",,10,120,21.1,3.4,1.2,0.3,26
I0304101,肉類,豬大里肌,"樣品狀態:生,豬背脊部位; 前處理描述:混合均勻打碎","背脊肉,里肌肉",,212,19.2,14.4,5.4,0,
I0304201,肉類,豬大排,"樣品狀態:生,豬背脊部位; 前處理描述:去骨,混合均勻打碎","背脊,帶骨里肌",40,214,19.1,14.7,5.9,0,
I0304301,肉類,豬小排,"樣品狀態:生,豬背脊部位; 前處理描述:去骨,混合均勻打碎","里肌小排,肋小排,肋骨排",41,287,18,23.3,9.6,0,
I0304401,肉類,僧帽肌,"樣品狀態:生,豬背脊部位; 前處理描述:混合均勻打碎",離緣肉,,209,20.4,13.5,5.6,0,
I0306101,肉類,豬小里肌,"樣品狀態:生,豬小里肌部位; 前處理描述:混合均勻打碎",腰內肉,,139,21.1,5.4,2.2,0,
I0308101,肉類,豬去皮腹脇肉,"樣品狀態:生,豬腹脇部位; 前處理描述:去皮,混合均勻打碎","去皮五花肉,去皮三層肉",13,360,14.9,32.9,12.8,0.5,
I0308201,肉類,豬帶皮腹脇肉,"樣品狀態:生,豬腹脇部位; 前處理描述:帶皮,混合均勻打碎","帶皮五花肉,帶皮三層肉",,368,14.5,33.9,13.5,0,
I0308301,肉類,豬腹脇排,"樣品狀態:生,豬腹脇部位; 前處理描述:去軟骨,混合均勻打碎","腩排,肉排,小排",7,267,18.7,20.7,9,0,
I0310101,肉類,豬肝連,"樣品狀態:生,與豬肝相連之豬肉; 前處理描述:混合均勻打碎","肝連,隔胸肉,條仔肉(橫隔肌)",0,220,14.6,17.5,7,0,86
I0310201,肉類,豬頰肉,"樣品狀態:生,與豬舌相連之豬肉; 前處理描述:混合均勻打碎","豬舌肉,菊花肉",,182,17.5,11.9,4.3,1.4,
I0310202,肉類,豬頰肉(2022年取樣),"樣品狀態:生,與豬舌相連之豬肉; 前處理描述:混合均勻打碎","豬舌肉,菊花肉",0,157,18.9,8.4,2.4,2.1,69
I0310301,肉類,豬頸肉,樣品狀態:生; 前處理描述:混合均勻打碎,松阪豬肉,,284,17.2,23.3,8.4,0.8,
I03104,肉類,豬絞肉平均值,樣品狀態:生; 前處理描述:混合均勻打碎,,,212,18.7,14.6,5.4,0,
I0310401,肉類,豬絞肉(70％瘦肉率),樣品狀態:生; 前處理描述:混合均勻打碎,,,218,19,15.2,5.6,0,
I0310402,肉類,豬絞肉(90％瘦肉率),樣品狀態:生; 前處理描述:混合均勻打碎,,,205,18.5,14,5.1,0,
I0320101,肉類,豬心,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",,11,128,13.6,7.8,3,1,
I0320201,肉類,豬白管,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎","豬管庭(廷),皇管(豬之胸大動脈)",,93,14.1,3.6,1.6,0,
I0320301,肉類,豬皮,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",,,491,22.1,44,14.5,0,
I0320401,肉類,豬耳,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",,0,219,24.2,12.8,4.3,0.9,11
I0320501,肉類,豬舌,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",,11,185,18.5,11.8,4.3,0,
I0320601,肉類,豬血,樣品狀態:生; 前處理描述:混合均勻打碎,,,29,6.3,0.3,0.1,0.5,
I0320701,肉類,豬尾,"樣品狀態:生,豬臟器; 前處理描述:去骨,混合均勻打碎",,59,295,16.2,25,8.7,7.1,
I0320801,肉類,豬肝,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",,1,137,20.8,5.3,2.4,1.7,32
I0321101,肉類,豬肚,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",豬胃,,152,12.4,11,4.6,0,
I0321201,肉類,熟豬肚,"樣品狀態:熟,豬臟器(豬肚),水煮; 前處理描述:混合均勻打碎",豬胃,,137,16,7.6,3.7,2.7,
I0321301,肉類,豬油渣,"前處理描述:豬皮下脂肪以瓦斯爐煉製豬油渣後,混合均勻打碎",,0,837,17.4,84.5,30.9,0,344
I03214,肉類,豬骨湯平均值,"前處理描述:以不同部位豬骨慢火熬煮,取其平均值",高湯,,8,0.9,0.4,0.2,0,
I0321401,肉類,豬大骨湯,"前處理描述:1082g大骨以2L沸水燙洗2分鐘,再以3.5L沸水熬煮4小時,最後定量至2 L.",高湯,,7,1,0.3,0.1,0.4,
I0321402,肉類,豬肋骨湯,"前處理描述:603g枝骨以1L沸水燙洗2分鐘,再以3L沸水熬煮4小時,最後定量至2.3L.","高湯,小骨湯,籤仔骨湯,冰仔骨湯,支骨湯",,9,0.7,0.6,0.3,0,
I0321403,肉類,豬肩骨湯,"前處理描述:736g肩骨以2L沸水燙洗2分鐘,再以3L沸水熬煮4小時,最後定量至2L.",高湯,,8,1.1,0.4,0.1,0.2,
I0321501,肉類,豬軟骨,"樣品狀態:生,軟骨帶部份肉; 前處理描述:混合均勻打碎",,0,332,15.6,29.4,11.1,0,94
I0321601,肉類,豬腎,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",腰子,21,82,15,1.9,0.6,1.7,
I0321701,肉類,豬脾臟,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",腰尺,14,79,15,1.6,0.3,2,
I0321801,肉類,豬大腸,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",,,198,6.6,18.9,9.9,1.9,
I0321901,肉類,豬小腸,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",,,156,12.5,11.4,7.2,0.6,
I0322001,肉類,豬空腸,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",粉腸,,186,10.9,15.4,8.3,8.6,
I0322101,肉類,豬前腳,"樣品狀態:生,豬腳; 前處理描述:去骨,混合均勻打碎","豬腳,豬蹄,短腳",48,252,21.9,17.6,5.5,0,
I0322201,肉類,豬後腳,"樣品狀態:生,豬腳; 前處理描述:去骨,混合均勻打碎","豬腳,豬蹄,長腳",45,253,19.5,18.8,5.5,0,57
I0322301,肉類,豬蹄膀,"樣品狀態:生,豬蹄膀; 前處理描述:去骨,含皮,混合均勻打碎","豬腳,蹄膀,圓蹄",1,331,17.1,28.6,10.6,0,
I0322501,肉類,豬腳筋,樣品狀態:生; 前處理描述:混合均勻打碎,"蹄筋,長筋",,72,14.4,1.1,0.2,0,
I0322601,肉類,豬腦,"樣品狀態:生,豬臟器; 前處理描述:混合均勻打碎",,,125,10.8,8.7,3.7,0,
